"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"3176","No","1","3","4","4","4","44","Travel_Rarely","Sales","29","4","Male","2","Single","19510","4","22","8","3","10","4","2","0","2"
"3177","No","3","3","3","2","4","34","Travel_Rarely","Research & Development","13","4","Female","1","Divorced","23410","1","20","8","2","8","3","8","0","6"
"3178","Yes","3","1","3","3","3","27","Travel_Rarely","Sales","27","3","Male","2","Divorced","22930","0","18","8","0","5","0","4","0","2"
"3179","No","3","3","3","1","3","21","Travel_Rarely","Sales","16","2","Male","3","Single","87260","1","11","8","1","3","2","3","1","2"
"3180","No","4","4","4","3","3","44","Travel_Rarely","Research & Development","2","2","Male","1","Married","40110","4","14","8","1","26","2","2","0","1"
"3181","No","1","3","3","2","3","22","Travel_Rarely","Research & Development","2","2","Female","2","Married","195450","0","14","8","0","3","3","2","2","2"
"3182","No","3","3","3","3","3","33","Travel_Rarely","Sales","13","4","Female","2","Divorced","45680","0","18","8","1","6","2","5","1","2"
"3183","No","1","4","2","3","3","32","Travel_Rarely","Research & Development","1","1","Female","1","Married","30220","1","16","8","1","6","3","6","0","5"
"3184","No","3","3","3","3","3","30","Travel_Frequently","Research & Development","4","5","Male","3","Divorced","57720","1","17","8","0","1","3","1","0","0"
"3185","No","4","1","4","2","3","53","Travel_Rarely","Research & Development","24","3","Female","3","Single","22690","7","11","8","1","18","2","14","8","10"
"3186","No","2","4","2","3","3","34","Travel_Rarely","Research & Development","1","5","Male","1","Married","53810","1","12","8","0","10","0","10","8","8"
"3187","Yes","1","1","3","3","3","45","Travel_Frequently","Research & Development","19","4","Male","3","Married","34410","2","13","8","1","5","5","1","0","0"
"3188","No","3","4","3","4","3","26","Travel_Rarely","Research & Development","7","2","Male","1","Married","54540","1","13","8","1","3","5","3","0","2"
"3189","No","3","3","3","2","3","37","Travel_Rarely","Research & Development","4","3","Male","1","Married","98840","1","14","8","0","10","3","10","7","8"
"3190","No","2","3","2","3","3","29","Travel_Rarely","Research & Development","2","3","Female","1","Married","41570","1","17","8","3","6","2","6","1","2"
"3191","No","2","4","3","3","3","35","Travel_Rarely","Research & Development","10","5","Female","4","Single","134580","1","11","8","0","17","3","17","11","8"
"3192","No","3","4","1","3","4","33","Travel_Frequently","Research & Development","8","3","Male","2","Divorced","90690","3","25","8","1","15","3","13","4","7"
"3193","No","3","2","4","2","3","54","Travel_Rarely","Research & Development","5","2","Female","2","Married","40140","2","19","8","1","16","4","9","7","1"
"3194","No","2","2","3","2","3","36","Travel_Rarely","Research & Development","8","3","Male","2","Divorced","59150","2","13","8","1","13","3","3","0","2"
"3195","No","1","4","3","1","3","27","Travel_Rarely","Sales","9","3","Male","5","Single","59930","0","14","8","1","5","3","4","1","1"
"3196","Yes","4","3","3","2","3","20","Travel_Rarely","Research & Development","1","3","Male","5","Single","61620","1","12","8","3","1","2","1","1","1"
"3197","Yes","1","1","3","3","3","33","Travel_Frequently","Research & Development","15","4","Female","1","Single","24060","1","11","8","0","10","3","10","9","7"
"3198","No","3","3","3","4","3","35","Non-Travel","Research & Development","2","1","Male","1","Married","187400","1","19","8","1","1","2","1","0","0"
"3199","No","1","1","4","3","3","23","Travel_Rarely","Research & Development","2","3","Male","1","Married","76370","2","11","8","1","5","3","3","0","2"
"3200","No","4","2","3","3","3","25","Travel_Rarely","Research & Development","11","3","Male","2","Married","100960","0","11","8","1","4","3","3","1","2"
"3201","No","4","4","3","2","4","38","Travel_Rarely","Research & Development","16","3","Male","5","Single","147560","0","20","8","1","8","3","7","0","5"
"3202","No","2","4","3","2","3","29","Travel_Frequently","Sales","2","4","Male","4","Divorced","64990","1","18","8","3","10","3","10","2","8"
"3203","No","2","2","3","4","3","48","Travel_Rarely","Research & Development","16","3","Male","1","Married","97240","3","13","8","0","12","2","2","2","2"
"3204","No","4","4","3","3","3","27","Travel_Frequently","Sales","4","3","Male","5","Divorced","21940","1","12","8","0","6","5","6","0","4"
"3205","No","4","4","3","4","3","37","Travel_Rarely","Research & Development","16","3","Male","3","Single","33880","3","11","8","0","4","2","1","0","0"
"3206","No","4","3","3","4","3","50","Travel_Rarely","Sales","5","3","Male","1","Married","54730","1","19","8","1","20","2","20","3","8"
"3207","No","4","2","4","3","4","34","Travel_Rarely","Research & Development","18","1","Male","1","Single","27030","1","21","8","1","9","2","8","7","7"
"3208","Yes","1","3","3","1","3","24","Travel_Rarely","Research & Development","17","2","Female","1","Single","25010","9","12","8","0","4","3","2","2","0"
"3209","No","4","3","3","3","3","39","Travel_Rarely","Research & Development","12","5","Female","1","Single","62200","1","14","8","2","20","2","20","11","10"
"3210","No","4","4","2","1","3","32","Travel_Rarely","Research & Development","2","3","Male","5","Single","30380","1","11","8","0","10","5","10","0","8"
"3211","Yes","2","3","3","2","3","50","Travel_Frequently","Research & Development","4","2","Male","4","Married","44240","3","14","8","1","18","2","4","1","3"
"3212","No","2","4","2","2","3","38","Travel_Rarely","Research & Development","9","4","Male","1","Single","43120","0","12","8","1","10","2","9","1","8"
"3213","No","3","1","3","2","4","27","Travel_Rarely","Research & Development","10","3","Male","5","Married","132450","1","23","8","1","9","3","9","0","7"
"3214","No","3","4","3","3","3","32","Travel_Rarely","Sales","1","3","Male","2","Single","136640","3","14","8","0","10","6","7","7","7"
"3215","No","4","1","3","3","3","47","Travel_Rarely","Research & Development","2","3","Female","5","Single","50210","2","17","8","0","20","3","7","1","7"
"3216","No","4","1","3","3","3","40","Travel_Frequently","Research & Development","3","4","Female","3","Married","51260","5","18","8","0","20","2","18","1","12"
"3217","No","3","3","3","3","3","53","Travel_Rarely","Research & Development","7","1","Male","2","Married","28590","3","18","8","1","32","2","5","1","3"
"3218","No","2","4","2","3","4","41","Travel_Rarely","Sales","6","3","Male","1","Divorced","102390","3","24","8","3","23","3","21","12","6"
"3219","No","1","1","3","4","4","60","Travel_Rarely","Research & Development","8","2","Female","5","Single","53290","8","20","8","0","10","3","2","2","2"
"3220","No","4","1","2","2","3","27","Travel_Frequently","Research & Development","29","1","Male","2","Divorced","43250","1","14","8","0","9","2","9","1","7"
"3221","No","4","3","3","3","3","41","Travel_Rarely","Research & Development","3","3","Male","1","Married","72600","1","16","8","0","22","2","22","2","10"
"3222","No","4","2","3","4","4","50","Travel_Rarely","Sales","9","3","Male","2","Married","23220","7","25","8","1","4","0","2","2","2"
"3223","Yes","1","2","3","2","3","28","Travel_Rarely","Sales","2","4","Male","3","Single","20750","7","18","8","3","10","0","7","3","7"
"3224","No","1","1","3","3","3","36","Non-Travel","Research & Development","10","4","Female","2","Married","41520","9","19","8","1","10","3","8","0","5"
"3225","No","3","3","4","3","3","38","Travel_Rarely","Research & Development","1","3","Female","3","Single","96190","4","13","8","1","10","2","1","0","0"
"3226","No","1","3","3","2","3","44","Non-Travel","Research & Development","8","2","Male","1","Single","135030","2","12","8","0","9","6","5","1","4"
"3227","No","4","3","2","2","4","47","Travel_Frequently","Research & Development","27","3","Male","1","Divorced","54410","9","22","8","1","28","6","22","11","13"
"3228","No","3","4","2","3","3","30","Travel_Rarely","Research & Development","8","3","Male","2","Divorced","52090","7","14","8","1","10","3","8","7","7"
"3229","No","3","3","3","3","3","29","Travel_Rarely","Research & Development","1","2","Female","1","Single","106730","1","13","8","3","1","2","1","0","0"
"3230","Yes","3","3","3","3","4","42","Travel_Frequently","Research & Development","10","1","Female","1","Divorced","50100","6","21","8","3","7","3","2","2","2"
"3231","No","4","4","3","3","3","43","Travel_Frequently","Research & Development","26","1","Male","1","Married","135490","3","11","8","2","7","3","2","2","2"
"3232","No","2","3","3","4","3","34","Travel_Rarely","Research & Development","2","5","Male","2","Single","49990","3","12","8","2","10","2","5","4","3"
"3233","No","2","1","4","3","3","23","Travel_Rarely","Sales","13","3","Male","5","Married","42210","1","11","8","1","5","4","4","0","2"
"3234","No","3","2","1","2","3","39","Travel_Rarely","Sales","2","4","Female","4","Married","138720","9","12","8","3","12","3","8","3","6"
"3235","No","3","4","2","3","3","56","Travel_Rarely","Research & Development","2","4","Male","1","Married","20420","7","12","8","0","30","6","10","1","1"
"3236","No","4","4","2","3","3","40","Travel_Rarely","Sales","9","3","Male","2","Single","20730","0","14","8","0","5","3","4","2","3"
"3237","No","4","1","1","3","3","27","Travel_Rarely","Research & Development","10","3","Female","1","Single","29560","8","13","8","0","9","6","7","0","7"
"3238","No","4","2","3","2","3","29","Travel_Rarely","Sales","20","3","Female","2","Divorced","29260","1","15","8","1","2","3","2","2","2"
"3239","No","4","4","3","3","3","53","Travel_Rarely","Research & Development","9","3","Female","3","Single","48090","2","18","8","0","19","2","2","2","2"
"3240","No","4","1","4","3","3","35","Non-Travel","Research & Development","5","1","Male","1","Divorced","51630","2","18","8","2","16","4","1","0","0"
"3241","No","1","4","3","1","3","32","Travel_Frequently","Sales","4","4","Male","2","Married","188440","1","19","8","0","10","3","10","4","7"
"3242","No","4","3","1","3","3","38","Travel_Rarely","Sales","10","3","Male","4","Married","181720","6","12","8","2","6","5","1","0","1"
"3243","No","2","1","3","2","3","34","Travel_Rarely","Research & Development","20","3","Female","3","Divorced","57440","3","19","8","1","7","4","0","0","0"
"3244","No","3","1","4","3","3","52","Travel_Rarely","Sales","21","5","Male","3","Married","28890","1","11","8","1","34","2","34","1","16"
"3245","Yes","4","4","2","3","3","33","Travel_Rarely","Research & Development","1","2","Male","3","Single","28710","1","17","8","3","10","2","10","7","8"
"3246","No","3","4","2","3","3","25","Travel_Rarely","Research & Development","8","3","Male","2","Single","74840","1","15","8","0","6","3","6","1","4"
"3247","No","2","3","3","3","3","45","Travel_Rarely","Sales","2","3","Male","3","Single","60740","0","14","8","0","9","2","8","3","1"
"3248","No","1","3","3","1","3","23","Travel_Rarely","Research & Development","23","1","Female","2","Single","173280","1","17","8","1","2","2","2","0","2"
"3249","Yes","2","3","3","3","3","47","Travel_Frequently","Research & Development","4","3","Male","1","Single","27740","4","13","8","1","8","2","5","1","3"
"3250","No","4","4","3","3","3","34","Travel_Rarely","Research & Development","12","3","Male","1","Single","45050","1","12","8","0","6","3","6","1","4"
"3251","Yes","4","1","3","3","3","55","Travel_Rarely","Human Resources","7","3","Male","4","Married","74280","5","12","8","0","24","2","5","1","4"
"3252","No","1","1","3","1","3","36","Non-Travel","Research & Development","7","2","Male","5","Single","116310","1","18","8","1","10","2","10","0","9"
"3253","No","4","4","3","3","3","52","Non-Travel","Research & Development","1","4","Male","5","Married","97380","0","18","8","2","5","2","4","1","2"
"3254","No","1","4","3","3","3","26","Travel_Frequently","Research & Development","2","2","Male","1","Divorced","28350","3","11","8","1","5","2","2","2","0"
"3255","No","2","3","2","3","3","29","Travel_Rarely","Research & Development","10","2","Male","3","Married","169590","4","14","8","3","11","5","8","1","1"
"3256","Yes","4","1","2","3","3","26","Travel_Rarely","Research & Development","15","2","Male","2","Single","26130","6","19","8","1","6","2","4","1","2"
"3257","No","2","4","3","3","3","34","Travel_Rarely","Research & Development","14","4","Male","2","Single","61460","2","12","8","0","10","3","4","1","3"
"3258","No","4","1","3","3","3","54","Travel_Rarely","Research & Development","18","4","Female","2","Divorced","49630","9","15","8","1","9","2","5","1","4"
"3259","No","3","4","3","3","3","27","Travel_Frequently","Research & Development","13","2","Female","4","Married","195370","0","12","8","0","5","5","4","1","1"
"3260","No","4","1","2","3","3","37","Travel_Rarely","Sales","2","4","Male","2","Divorced","61720","0","11","8","0","6","1","5","4","3"
"3261","No","1","1","3","3","3","38","Travel_Frequently","Sales","2","4","Female","2","Single","23680","6","11","8","1","17","3","15","4","12"
"3262","No","NA","1","3","3","3","34","Travel_Rarely","Sales","2","3","Male","1","Single","103120","1","12","8","0","6","2","6","1","3"
"3263","No","1","4","2","2","3","35","Travel_Rarely","Research & Development","5","4","Male","3","Married","16750","1","16","8","0","3","6","3","0","2"
"3264","No","4","3","3","3","3","30","Travel_Rarely","Research & Development","20","3","Male","1","Married","25230","3","13","8","1","7","2","2","0","2"
"3265","No","3","2","3","4","3","40","Travel_Frequently","Research & Development","10","4","Male","2","Married","65670","1","13","8","1","8","3","8","3","7"
"3266","No","3","1","3","3","4","34","Travel_Rarely","Research & Development","10","3","Male","3","Married","47390","5","24","8","2","6","2","3","1","2"
"3267","No","2","4","2","4","3","42","Travel_Frequently","Research & Development","9","4","Male","1","Divorced","92080","1","15","8","1","24","2","24","14","9"
"3268","Yes","3","1","3","2","3","23","Travel_Rarely","Sales","2","3","Female","4","Married","45590","1","18","8","1","1","2","0","0","0"
"3269","No","3","2","3","3","3","24","Non-Travel","Sales","1","5","Female","1","Divorced","81890","1","14","8","1","1","3","1","0","0"
"3270","No","4","3","3","2","3","52","Travel_Rarely","Research & Development","29","3","Male","2","Married","29420","8","11","8","1","9","1","5","1","4"
"3271","No","3","3","3","1","3","50","Travel_Rarely","Research & Development","8","4","Male","2","Married","49410","5","11","8","1","30","3","4","0","3"
"3272","Yes","2","1","3","4","3","29","Travel_Rarely","Sales","2","4","Female","4","Married","106500","1","13","8","2","1","2","1","0","0"
"3273","No","3","3","4","3","3","33","Travel_Rarely","Research & Development","3","4","Male","4","Married","59020","0","12","8","1","14","2","13","3","7"
"3274","Yes","1","1","3","2","3","33","Travel_Rarely","Research & Development","23","5","Male","1","Single","86390","5","16","8","2","6","3","3","0","2"
"3275","No","3","4","2","4","3","47","Travel_Rarely","Research & Development","6","4","Male","2","Married","63470","1","14","8","0","26","2","26","3","0"
"3276","No","3","2","3","3","4","36","Travel_Rarely","Sales","6","3","Female","2","Married","42000","0","22","8","0","10","3","9","0","5"
"3277","No","3","3","3","2","3","29","Travel_Rarely","Research & Development","10","3","Male","1","Married","34520","1","11","8","0","10","3","10","0","7"
"3278","Yes","4","2","3","3","3","58","Travel_Rarely","Research & Development","24","3","Female","2","Single","43170","7","17","8","0","40","2","31","13","8"
"3279","No","4","3","3","4","3","35","Travel_Rarely","Sales","10","4","Female","1","Single","26320","3","13","8","3","7","3","2","2","2"
"3280","No","4","4","3","3","3","42","Travel_Rarely","Sales","15","1","Male","2","Married","46680","9","18","8","2","8","2","4","0","2"
"3281","Yes","3","3","2","2","3","28","Travel_Rarely","Research & Development","19","4","Female","2","Single","32040","6","16","8","1","5","4","2","2","1"
"3282","No","3","2","3","3","3","36","Travel_Rarely","Research & Development","2","3","Male","2","Married","27200","4","14","8","1","8","3","5","0","4"
"3283","No","3","3","3","2","3","32","Travel_Rarely","Research & Development","3","1","Male","2","Married","171810","1","14","8","0","14","2","14","6","8"
"3284","No","1","3","3","3","3","40","Travel_Frequently","Sales","9","3","Male","3","Single","22380","6","14","8","0","10","3","1","0","0"
"3285","No","3","4","2","3","3","30","Travel_Rarely","Research & Development","7","3","Male","2","Single","14830","5","13","8","0","12","3","0","0","0"
"3286","No","2","3","3","3","3","45","Travel_Rarely","Research & Development","10","4","Male","1","Single","56050","1","12","8","2","1","2","1","0","0"
"3287","No","2","2","2","3","3","42","Travel_Rarely","Research & Development","20","2","Male","2","Married","72950","1","15","8","0","10","3","9","7","8"
"3288","No","1","1","2","3","3","38","Travel_Frequently","Sales","4","3","Male","2","Divorced","23060","2","19","8","1","13","5","4","1","2"
"3289","No","3","4","3","3","3","34","Travel_Frequently","Research & Development","7","4","Male","3","Single","23480","1","14","8","1","6","3","5","1","3"
"3290","Yes","3","4","4","4","3","49","Travel_Rarely","Sales","7","2","Female","2","Married","89980","1","14","8","2","9","2","9","7","7"
"3291","Yes","3","4","2","4","3","55","Travel_Rarely","Human Resources","16","3","Male","4","Single","43190","4","11","8","0","12","3","9","7","3"
"3292","No","2","1","3","2","3","43","Travel_Rarely","Research & Development","25","2","Male","2","Married","61320","6","13","8","0","22","3","4","1","0"
"3293","No","3","4","3","2","4","27","Travel_Rarely","Sales","2","4","Male","2","Divorced","33460","1","21","8","1","9","2","9","0","8"
"3294","No","3","3","4","3","3","35","Travel_Rarely","Research & Development","1","3","Male","1","Single","108550","3","13","8","1","17","2","8","1","6"
"3295","No","2","2","3","2","3","28","Travel_Rarely","Sales","1","2","Female","1","Married","22310","1","12","8","0","8","3","8","7","5"
"3296","No","3","NA","1","3","3","34","Travel_Rarely","Sales","2","5","Male","4","Married","23230","0","17","8","0","4","2","3","0","2"
"3297","Yes","3","3","3","3","4","26","Travel_Frequently","Research & Development","22","4","Female","1","Married","20240","1","23","8","0","8","2","8","1","7"
"3298","No","4","4","2","3","3","27","Non-Travel","Sales","1","3","Female","1","Married","27130","1","11","8","0","0","2","0","0","0"
"3299","No","1","3","2","3","3","51","Travel_Rarely","Sales","16","3","Male","3","Married","94390","2","15","8","3","29","0","20","4","17"
"3300","No","4","2","2","3","3","44","Travel_Rarely","Sales","24","5","Female","1","Single","25660","9","11","8","1","10","3","5","2","3"
"3301","No","1","1","2","4","3","25","Travel_Rarely","Research & Development","17","3","Male","1","Single","199260","7","11","8","3","6","5","4","0","1"
"3302","No","1","1","3","2","3","33","Travel_Rarely","Research & Development","8","4","Male","3","Divorced","24510","1","13","8","1","9","3","9","0","8"
"3303","No","3","1","2","2","4","35","Travel_Rarely","Sales","6","4","Female","2","Single","94190","1","24","8","1","6","5","6","1","1"
"3304","No","2","4","2","3","3","36","Travel_Rarely","Sales","10","4","Male","3","Married","86860","1","13","8","0","18","2","18","4","11"
"3305","No","2","4","2","3","4","32","Travel_Rarely","Research & Development","3","4","Female","4","Divorced","30380","2","20","8","0","8","3","5","0","3"
"3306","No","2","4","2","3","3","30","Travel_Frequently","Research & Development","4","5","Male","5","Divorced","30580","9","14","8","1","10","2","5","0","3"
"3307","No","1","4","3","4","3","53","Travel_Rarely","Sales","6","3","Male","4","Married","23250","7","18","8","1","35","1","5","0","4"
"3308","No","4","1","3","3","3","45","Travel_Rarely","Research & Development","1","5","Male","2","Divorced","20880","4","15","8","3","18","2","5","0","2"
"3309","No","3","3","2","1","3","32","Travel_Rarely","Sales","10","3","Female","1","Married","30720","5","12","8","0","9","4","5","1","3"
"3310","No","3","4","3","3","3","52","Travel_Frequently","Research & Development","1","1","Male","2","Married","50060","3","16","8","1","31","2","9","0","0"
"3311","No","4","3","3","3","3","37","Travel_Rarely","Sales","24","2","Female","4","Divorced","42570","4","15","8","0","9","2","1","0","0"
"3312","No","2","4","3","3","3","28","Travel_Rarely","Research & Development","21","4","Female","1","Divorced","25000","1","16","8","2","6","3","5","0","4"
"3313","No","4","4","1","2","3","22","Travel_Rarely","Research & Development","2","2","Male","1","Married","11020","6","19","8","0","4","3","2","2","2"
"3314","No","1","4","2","3","3","44","Travel_Rarely","Research & Development","22","3","Female","1","Married","104530","2","11","8","1","10","2","3","0","2"
"3315","No","2","4","3","2","3","42","Travel_Frequently","Sales","13","4","Female","2","Single","22880","5","16","8","1","8","4","2","2","2"
"3316","No","1","1","3","2","4","36","Travel_Rarely","Research & Development","14","3","Male","2","Married","39290","0","24","8","0","6","6","5","0","3"
"3317","No","3","1","3","3","3","25","Travel_Rarely","Sales","11","3","Female","1","Married","23110","1","11","8","1","5","2","5","0","3"
"3318","No","4","3","3","2","3","35","Travel_Rarely","Research & Development","9","2","Female","1","Married","31400","1","13","8","1","17","2","17","5","15"
"3319","Yes","4","2","2","4","3","35","Travel_Frequently","Sales","8","2","Female","1","Divorced","36900","1","13","8","1","10","2","10","7","8"
"3320","No","4","4","3","3","3","32","Non-Travel","Research & Development","21","3","Male","1","Divorced","44500","0","13","8","0","4","3","3","0","2"
"3321","No","3","1","4","3","3","25","Travel_Rarely","Sales","5","3","Female","4","Married","27560","1","12","8","2","5","2","5","0","3"
"3322","No","3","1","3","3","3","49","Travel_Rarely","Sales","9","3","Female","2","Married","190330","2","18","8","1","7","5","4","0","2"
"3323","No","1","4","2","3","4","24","Non-Travel","Research & Development","2","5","Male","2","Married","187220","0","22","8","1","6","3","5","3","4"
"3324","No","2","2","3","2","3","32","Travel_Frequently","Research & Development","12","5","Male","1","Married","95470","1","13","8","1","10","3","10","5","3"
"3325","No","2","2","3","4","3","38","Travel_Rarely","Sales","22","2","Male","1","Married","137340","0","13","8","0","3","3","2","1","2"
"3326","No","3","4","2","3","4","42","Travel_Rarely","Research & Development","18","1","Female","2","Married","199990","2","23","8","1","17","6","5","1","3"
"3327","No","4","4","3","3","3","31","Travel_Rarely","Research & Development","16","3","Female","3","Married","22790","3","12","8","1","8","3","6","0","2"
"3328","Yes","2","3","3","3","3","29","Travel_Rarely","Sales","3","3","Male","3","Divorced","59160","6","12","8","0","5","2","3","0","2"
"3329","No","1","4","3","2","3","53","Travel_Rarely","Research & Development","9","3","Male","1","Married","20890","5","16","8","0","28","2","2","2","2"
"3330","No","4","2","3","4","3","35","Travel_Rarely","Research & Development","1","3","Male","3","Married","167920","3","12","8","1","16","3","13","4","8"
"3331","No","3","4","3","1","3","37","Travel_Frequently","Research & Development","13","4","Female","3","Married","35640","5","11","8","0","10","1","5","0","0"
"3332","No","4","4","3","4","4","53","Travel_Rarely","Research & Development","1","1","Male","1","Single","44250","6","22","8","1","33","2","12","3","8"
"3333","No","4","4","2","3","3","43","Travel_Frequently","Research & Development","1","3","Male","1","Married","52650","4","11","8","1","12","4","5","2","2"
"3334","No","3","4","3","3","3","47","Travel_Rarely","Sales","15","4","Female","3","Married","65530","0","15","8","0","8","2","7","7","7"
"3335","No","1","2","3","3","3","37","Non-Travel","Research & Development","1","5","Female","2","Single","62610","1","12","8","0","10","1","10","0","9"
"3336","No","1","1","3","3","4","50","Non-Travel","Research & Development","17","3","Female","1","Divorced","42980","1","20","8","1","31","6","31","14","7"
"3337","No","4","4","3","2","3","39","Travel_Rarely","Research & Development","1","3","Female","3","Married","68040","8","14","8","1","13","3","5","0","4"
"3338","No","4","2","4","3","3","33","Travel_Rarely","Sales","7","3","Male","2","Divorced","38150","3","11","8","1","7","3","4","0","3"
"3339","Yes","1","4","1","2","3","32","Travel_Rarely","Research & Development","9","1","Female","1","Single","27410","1","15","8","1","1","5","1","0","1"
"3340","No","1","4","NA","4","3","29","Travel_Rarely","Research & Development","5","4","Female","4","Divorced","66730","6","12","8","1","8","2","4","0","3"
"3341","No","2","1","3","3","3","44","Travel_Rarely","Research & Development","26","2","Male","2","Married","76390","1","14","8","0","8","6","8","7","1"
"3342","No","1","4","3","3","3","28","Travel_Rarely","Sales","24","5","Female","1","Single","23280","1","11","8","2","4","3","4","0","2"
"3343","Yes","4","4","2","3","3","58","Travel_Frequently","Sales","9","2","Male","1","Divorced","21530","9","11","8","0","3","3","1","0","0"
"3344","No","1","2","4","3","3","43","Travel_Rarely","Sales","7","4","Male","2","Divorced","48760","4","16","8","2","4","4","1","0","0"
"3345","Yes","3","3","2","1","3","20","Travel_Rarely","Research & Development","11","3","Male","2","Single","93960","1","12","8","0","2","6","2","0","2"
"3346","Yes","4","4","2","3","3","21","Travel_Rarely","Research & Development","1","3","Male","2","Single","104000","1","13","8","1","1","2","1","0","0"
"3347","No","3","4","2","3","3","36","Travel_Rarely","Research & Development","26","4","Male","1","Married","84740","0","14","8","0","17","3","16","4","11"
"3348","No","4","4","2","3","4","47","Travel_Rarely","Research & Development","2","3","Male","2","Single","99810","1","21","8","1","3","3","3","1","2"
"3349","Yes","2","3","4","3","3","22","Travel_Rarely","Research & Development","15","4","Female","1","Married","124900","0","13","8","0","4","3","3","0","2"
"3350","Yes","2","4","2","4","3","41","Travel_Rarely","Research & Development","23","3","Female","2","Divorced","26570","4","11","8","0","10","3","7","1","0"
"3351","No","3","3","3","3","4","28","Travel_Rarely","Research & Development","10","3","Female","3","Divorced","135910","5","20","8","1","6","2","2","2","2"
"3352","Yes","4","1","1","3","3","39","Travel_Rarely","Research & Development","10","4","Female","4","Married","66960","7","11","8","0","8","3","2","2","2"
"3353","No","2","3","3","3","3","27","Travel_Rarely","Research & Development","1","3","Male","1","Single","20580","1","14","8","1","1","5","1","0","0"
"3354","No","2","2","3","3","3","34","Travel_Rarely","Research & Development","12","2","Male","2","Divorced","88650","1","11","8","1","1","0","1","1","0"
"3355","No","3","3","3","2","3","42","Travel_Rarely","Sales","11","1","Male","2","Single","59400","7","16","8","0","10","2","5","0","3"
"3356","No","3","1","3","3","3","33","Travel_Rarely","Sales","2","3","Female","1","Single","59140","3","16","8","1","6","4","3","0","2"
"3357","No","3","2","3","3","4","58","Travel_Rarely","Research & Development","2","4","Male","1","Divorced","26220","2","23","8","0","24","3","6","0","4"
"3358","No","2","3","4","3","3","31","Travel_Rarely","Sales","1","3","Female","1","Married","121850","3","14","8","0","13","2","7","5","2"
"3359","No","4","4","1","3","4","35","Travel_Rarely","Research & Development","2","1","Male","3","Married","106090","1","22","8","0","10","3","10","0","7"
"3360","No","1","2","2","2","3","49","Travel_Rarely","Research & Development","25","2","Female","2","Married","43450","4","15","8","0","29","3","26","1","7"
"3361","No","4","3","2","3","3","48","Travel_Rarely","Research & Development","1","4","Male","1","Married","21770","4","18","8","0","13","4","0","0","0"
"3362","No","4","3","2","3","3","31","Non-Travel","Research & Development","1","2","Female","2","Married","27930","1","16","8","0","9","4","9","0","0"
"3363","No","2","4","3","2","3","36","Travel_Rarely","Human Resources","2","4","Male","1","Single","79180","2","12","8","2","8","3","6","0","1"
"3364","No","4","1","3","3","3","38","Travel_Rarely","Sales","6","3","Male","2","Married","87890","1","11","8","3","15","4","15","5","11"
"3365","No","3","2","3","2","3","32","Non-Travel","Sales","18","3","Male","1","Married","23890","6","12","8","1","5","4","3","0","2"
"3366","Yes","3","2","3","2","3","25","Travel_Rarely","Research & Development","1","2","Male","1","Married","32120","1","15","8","1","1","3","1","0","0"
"3367","No","1","2","2","3","3","40","Travel_Rarely","Research & Development","1","4","Male","2","Divorced","192320","2","14","8","1","11","3","1","0","0"
"3368","No","3","1","3","2","3","26","Travel_Frequently","Sales","11","3","Male","2","Single","22670","1","19","8","3","7","2","7","0","7"
"3369","No","4","1","3","3","3","41","Travel_Rarely","Research & Development","1","4","Male","1","Single","195170","2","13","8","0","20","5","18","2","17"
"3370","No","3","3","3","1","3","36","Travel_Rarely","Research & Development","9","3","Female","2","Single","24360","4","13","8","0","16","3","11","3","9"
"3371","Yes","4","2","4","3","3","19","Travel_Rarely","Research & Development","15","3","Male","2","Single","160640","1","15","8","1","1","3","1","0","0"
"3372","Yes","1","1","3","3","3","20","Travel_Rarely","Research & Development","29","3","Female","3","Single","27070","1","11","8","0","1","2","1","0","0"
"3373","No","4","4","1","3","3","31","Travel_Rarely","Research & Development","1","4","Male","4","Married","190680","0","12","8","0","10","1","9","8","5"
"3374","No","4","2","3","2","3","40","Travel_Frequently","Sales","1","3","Male","1","Divorced","39310","8","19","8","0","3","2","1","0","0"
"3375","No","3","1","4","3","4","32","Travel_Rarely","Research & Development","24","3","Male","4","Married","37300","1","25","8","1","8","4","8","6","3"
"3376","Yes","3","4","3","3","3","36","Travel_Rarely","Research & Development","10","3","Male","3","Married","22320","1","12","8","1","16","2","16","3","7"
"3377","No","2","4","3","3","3","33","Travel_Rarely","Research & Development","1","4","Female","4","Single","44650","0","13","8","0","6","3","5","1","4"
"3378","Yes","1","3","1","2","3","37","Travel_Rarely","Sales","10","4","Female","3","Married","30720","5","14","8","0","17","3","14","11","7"
"3379","No","3","2","2","3","3","45","Non-Travel","Research & Development","8","1","Male","2","Married","33190","1","12","8","1","9","3","9","0","8"
"3380","No","3","4","3","3","3","29","Travel_Frequently","Research & Development","29","1","Male","1","Married","192020","1","12","8","0","3","5","3","0","2"
